"","X","id","hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date"
"465",79233,80470,"City Hotel",1,34,2015,"December",50,8,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","19","NULL",0,"Transient",90,0,0,"Canceled","2015-11-17"
"466",101266,103085,"City Hotel",0,137,2016,"December",50,9,1,2,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,1,"Check-Out","2016-12-12"
"467",79222,80459,"City Hotel",1,34,2015,"December",50,8,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","19","NULL",0,"Transient",90,0,0,"Canceled","2015-11-17"
"468",78619,79842,"City Hotel",1,34,2015,"December",50,8,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","19","NULL",0,"Transient",90,0,0,"Canceled","2015-11-06"
"469",78885,80120,"City Hotel",1,72,2015,"December",53,27,2,0,2,0,0,"HB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",90,0,0,"Canceled","2015-11-11"
"470",78883,80118,"City Hotel",1,72,2015,"December",53,27,2,0,2,0,0,"HB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",90,0,0,"Canceled","2015-11-11"
"471",101223,103038,"City Hotel",0,71,2016,"December",50,7,0,4,3,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",128,0,0,"Check-Out","2016-12-11"
"472",79157,80394,"City Hotel",1,34,2015,"December",50,8,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","19","NULL",0,"Transient",90,0,0,"Canceled","2015-11-17"
"473",78631,79854,"City Hotel",1,34,2015,"December",50,8,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","19","NULL",0,"Transient",90,0,0,"Canceled","2015-11-06"
"474",79223,80460,"City Hotel",1,34,2015,"December",50,8,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","19","NULL",0,"Transient",90,0,0,"Canceled","2015-11-17"
"475",78874,80109,"City Hotel",1,72,2015,"December",53,27,2,0,2,0,0,"HB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",90,0,0,"Canceled","2015-11-11"
"476",101726,103555,"City Hotel",0,106,2016,"December",52,21,2,5,3,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",128,1,2,"Check-Out","2016-12-28"
"477",79194,80431,"City Hotel",1,34,2015,"December",50,8,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","19","NULL",0,"Transient",90,0,0,"Canceled","2015-11-17"
"478",79234,80471,"City Hotel",1,34,2015,"December",50,8,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","19","NULL",0,"Transient",90,0,0,"Canceled","2015-11-17"
"479",45136,46054,"City Hotel",1,198,2015,"December",49,5,2,1,2,0,0,"HB","ESP","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",90,0,0,"Canceled","2015-10-23"
"480",78635,79858,"City Hotel",1,34,2015,"December",50,8,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","19","NULL",0,"Transient",90,0,0,"Canceled","2015-11-06"
"481",30595,31201,"Resort Hotel",0,30,2016,"December",51,16,0,2,1,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","D",1,"No Deposit","240","NULL",0,"Transient",59,1,1,"Check-Out","2016-12-18"
"482",79154,80391,"City Hotel",1,34,2015,"December",50,8,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","19","NULL",0,"Transient",90,0,0,"Canceled","2015-11-17"
"483",79191,80428,"City Hotel",1,34,2015,"December",50,8,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","19","NULL",0,"Transient",90,0,0,"Canceled","2015-11-17"
"484",45137,46055,"City Hotel",1,198,2015,"December",49,5,2,1,2,0,0,"HB","ESP","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",90,0,0,"Canceled","2015-10-23"
"485",45101,46019,"City Hotel",1,198,2015,"December",49,5,2,1,2,0,0,"HB","ESP","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",90,0,0,"Canceled","2015-10-23"
"486",79221,80458,"City Hotel",1,34,2015,"December",50,8,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","19","NULL",0,"Transient",90,0,0,"Canceled","2015-11-17"
"487",45150,46068,"City Hotel",1,198,2015,"December",49,5,2,1,2,0,0,"HB","ESP","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",90,0,0,"Canceled","2015-10-23"
"488",79186,80423,"City Hotel",1,34,2015,"December",50,8,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","19","NULL",0,"Transient",90,0,0,"Canceled","2015-11-17"
"489",79198,80435,"City Hotel",1,34,2015,"December",50,8,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","19","NULL",0,"Transient",90,0,0,"Canceled","2015-11-17"
"490",78637,79860,"City Hotel",1,34,2015,"December",50,8,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","19","NULL",0,"Transient",90,0,0,"Canceled","2015-11-06"
"491",79242,80479,"City Hotel",1,25,2015,"December",50,8,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","19","NULL",0,"Transient",90,0,0,"Canceled","2015-11-17"
"492",79167,80404,"City Hotel",1,34,2015,"December",50,8,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","19","NULL",0,"Transient",90,0,0,"Canceled","2015-11-17"
"493",78613,79836,"City Hotel",1,34,2015,"December",50,8,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","19","NULL",0,"Transient",90,0,0,"Canceled","2015-11-06"
"494",79140,80377,"City Hotel",1,34,2015,"December",50,8,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","19","NULL",0,"Transient",90,0,0,"Canceled","2015-11-17"
"495",60247,61232,"City Hotel",1,147,2016,"December",50,5,1,2,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,0,"Canceled","2016-07-12"
"496",79212,80449,"City Hotel",1,34,2015,"December",50,8,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","19","NULL",0,"Transient",90,0,0,"Canceled","2015-11-17"
"497",62737,63732,"City Hotel",1,235,2017,"February",8,19,2,1,2,0,0,"BB","AUS","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,1,"Canceled","2016-07-04"
"498",82898,84308,"City Hotel",0,19,2016,"February",8,19,2,2,3,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",130,0,1,"Check-Out","2016-02-23"
"499",83101,84523,"City Hotel",0,2,2016,"February",9,27,0,1,3,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",130,0,0,"Check-Out","2016-02-28"
"500",20390,20730,"Resort Hotel",0,28,2016,"February",6,3,2,4,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",1,"No Deposit","240","NULL",0,"Transient",59,1,1,"Check-Out","2016-02-09"
"501",20321,20661,"Resort Hotel",0,9,2016,"February",6,6,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit","250","NULL",0,"Transient",59,0,0,"Check-Out","2016-02-07"
"502",82484,83885,"City Hotel",0,1,2016,"February",7,13,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"D","D",0,"No Deposit","NULL","NULL",0,"Transient",128,1,2,"Check-Out","2016-02-14"
"503",83177,84601,"City Hotel",0,8,2016,"February",9,26,1,2,3,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",130,0,1,"Check-Out","2016-02-29"
"504",32212,32865,"Resort Hotel",0,10,2017,"February",6,6,1,1,1,0,0,"SC","PRT","Groups","Corporate",0,0,0,"A","A",1,"No Deposit","NULL","507",0,"Transient-Party",90,0,0,"Check-Out","2017-02-08"
"505",82234,83627,"City Hotel",0,13,2016,"February",6,6,2,1,3,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"A","D",0,"No Deposit","9","NULL",0,"Transient",130,0,2,"Check-Out","2016-02-09"
"506",82163,83552,"City Hotel",0,3,2016,"February",6,6,0,1,3,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",130,0,1,"Check-Out","2016-02-07"
"507",62504,63497,"City Hotel",1,17,2017,"February",7,12,2,1,2,1,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",128,0,0,"Canceled","2017-01-26"
"508",32218,32871,"Resort Hotel",0,10,2017,"February",6,6,1,1,2,0,0,"SC","PRT","Groups","Corporate",0,0,0,"A","A",0,"No Deposit","NULL","507",0,"Transient-Party",90,0,0,"Check-Out","2017-02-08"
"509",103870,105746,"City Hotel",0,0,2017,"February",7,14,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",128,0,2,"Check-Out","2017-02-15"
"510",78494,79713,"City Hotel",1,105,2016,"February",7,8,1,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,1,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,0,"Canceled","2015-11-02"
"511",82224,83617,"City Hotel",0,14,2016,"February",7,8,1,0,2,0,0,"SC","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,1,1,"Check-Out","2016-02-09"
"512",82256,83650,"City Hotel",0,2,2016,"February",6,6,2,2,3,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",130,0,2,"Check-Out","2016-02-10"
"513",32448,33111,"Resort Hotel",0,14,2017,"February",7,14,0,1,2,0,0,"HB","PRT","Direct","Direct",0,0,0,"D","D",0,"No Deposit","NULL","NULL",0,"Transient",128,0,3,"Check-Out","2017-02-15"
"514",82383,83782,"City Hotel",0,12,2016,"February",7,7,2,3,3,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","G",0,"No Deposit","9","NULL",0,"Transient",130,0,2,"Check-Out","2016-02-12"
"515",82219,83612,"City Hotel",0,1,2016,"February",7,7,2,0,3,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",130,0,2,"Check-Out","2016-02-09"
"516",32451,33114,"Resort Hotel",0,7,2017,"February",7,14,0,1,2,0,0,"HB","PRT","Direct","Direct",0,0,0,"A","D",1,"No Deposit","NULL","NULL",0,"Transient",128,0,2,"Check-Out","2017-02-15"
"517",103757,105630,"City Hotel",0,35,2017,"February",6,11,1,1,1,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,1,"Check-Out","2017-02-13"
"518",9812,9981,"Resort Hotel",1,0,2017,"February",5,1,2,6,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240","NULL",0,"Transient",59,0,0,"Canceled","2017-02-01"
"519",62883,63879,"City Hotel",1,195,2017,"February",8,24,0,1,2,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,1,"Canceled","2016-09-28"
"520",20586,20931,"Resort Hotel",0,24,2016,"February",7,12,0,2,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","D",0,"No Deposit","NULL","NULL",0,"Transient",59,1,0,"Check-Out","2016-02-14"
"521",32205,32858,"Resort Hotel",0,10,2017,"February",6,6,1,1,2,0,0,"SC","PRT","Groups","Corporate",0,0,0,"A","E",0,"No Deposit","NULL","507",0,"Transient-Party",90,0,0,"Check-Out","2017-02-08"
"522",103964,105841,"City Hotel",0,9,2017,"February",7,15,0,1,1,0,0,"BB","CHE","Online TA","TA/TO",0,0,0,"D","D",1,"No Deposit","9","NULL",0,"Transient",128,0,2,"Check-Out","2017-02-16"
"523",104635,106526,"City Hotel",0,134,2017,"February",8,25,0,1,2,1,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",1,"No Deposit","30","NULL",0,"Transient-Party",90,0,0,"Check-Out","2017-02-26"
"524",82918,84329,"City Hotel",0,19,2016,"February",8,19,2,3,3,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient-Party",130,0,3,"Check-Out","2016-02-24"
"525",103745,105617,"City Hotel",0,7,2017,"February",6,10,0,2,2,1,1,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","9","NULL",0,"Transient",128,0,2,"Check-Out","2017-02-12"
"526",20314,20654,"Resort Hotel",0,13,2016,"February",6,5,0,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","D",1,"No Deposit","240","NULL",0,"Transient",59,1,1,"Check-Out","2016-02-07"
"527",82312,83709,"City Hotel",0,59,2016,"February",6,6,2,2,3,0,0,"BB","AUT","Groups","TA/TO",0,0,0,"A","D",0,"No Deposit","1","NULL",0,"Transient-Party",90,0,1,"Check-Out","2016-02-10"
"528",20333,20673,"Resort Hotel",0,4,2016,"February",6,6,0,1,2,0,0,"BB","ESP","Direct","Direct",0,0,0,"D","D",0,"No Deposit","250","NULL",0,"Transient",59,1,1,"Check-Out","2016-02-07"
"529",103956,105833,"City Hotel",0,9,2017,"February",7,15,0,1,1,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",128,0,2,"Check-Out","2017-02-16"
"530",21041,21399,"Resort Hotel",0,3,2016,"February",9,26,0,2,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"F","F",1,"No Deposit","250","NULL",0,"Transient",90,0,1,"Check-Out","2016-02-28"
"531",82449,83850,"City Hotel",0,4,2016,"February",7,13,0,1,2,0,0,"SC","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-02-14"
"532",82082,83468,"City Hotel",0,9,2016,"February",6,3,0,1,2,0,0,"SC","USA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,0,"Check-Out","2016-02-04"
"533",32803,33472,"Resort Hotel",0,0,2017,"February",8,20,1,3,1,0,0,"BB","CHE","Direct","Direct",0,0,0,"D","D",0,"No Deposit","NULL","NULL",0,"Transient",59,0,0,"Check-Out","2017-02-24"
"534",104232,106117,"City Hotel",0,159,2017,"February",7,18,2,1,2,1,0,"BB","NLD","Direct","Direct",0,0,0,"E","E",0,"No Deposit","14","NULL",0,"Transient",130,0,0,"Check-Out","2017-02-21"
"535",62711,63705,"City Hotel",1,186,2017,"February",7,17,1,2,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,1,"Canceled","2016-12-18"
"536",32216,32869,"Resort Hotel",0,10,2017,"February",6,6,1,1,2,0,0,"SC","PRT","Groups","Corporate",0,0,0,"A","A",0,"No Deposit","NULL","507",0,"Transient-Party",90,0,0,"Check-Out","2017-02-08"
"537",32214,32867,"Resort Hotel",0,10,2017,"February",6,6,1,1,2,0,0,"SC","PRT","Groups","Corporate",0,0,0,"A","A",0,"No Deposit","NULL","507",0,"Transient-Party",90,0,0,"Check-Out","2017-02-08"
"538",104236,106122,"City Hotel",0,27,2017,"February",8,20,1,0,1,0,0,"BB","ROU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,1,"Check-Out","2017-02-21"
"539",82624,84030,"City Hotel",0,12,2016,"February",8,17,0,1,2,0,0,"SC","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,1,0,"Check-Out","2016-02-18"
"540",104792,106690,"City Hotel",0,36,2017,"February",9,26,2,1,2,1,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","28","NULL",0,"Transient",90,0,0,"Check-Out","2017-03-01"
"541",83342,84769,"City Hotel",0,18,2016,"February",10,28,2,2,3,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","E",0,"No Deposit","9","NULL",0,"Transient",130,0,2,"Check-Out","2016-03-03"
"542",32219,32872,"Resort Hotel",0,10,2017,"February",6,6,1,1,2,0,0,"SC","PRT","Groups","Corporate",0,0,0,"A","A",0,"No Deposit","NULL","507",0,"Transient-Party",90,0,0,"Check-Out","2017-02-08"
"543",104917,106821,"City Hotel",0,13,2017,"February",9,28,0,3,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","22","NULL",0,"Transient",90,0,0,"Check-Out","2017-03-03"
"544",103586,105454,"City Hotel",0,34,2017,"February",6,6,1,2,2,1,0,"BB","FRA","Direct","Direct",0,0,0,"E","E",0,"No Deposit","14","NULL",0,"Transient",128,0,1,"Check-Out","2017-02-09"
"545",62331,63324,"City Hotel",1,580,2017,"February",6,9,0,1,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",59,0,0,"Canceled","2015-10-21"
"546",62777,63772,"City Hotel",1,26,2017,"February",8,20,1,2,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,0,"Canceled","2017-01-25"
"547",62576,63569,"City Hotel",1,226,2017,"February",7,14,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,2,"Canceled","2017-01-26"
"548",102637,104483,"City Hotel",0,166,2017,"January",2,13,0,2,2,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,1,"Check-Out","2017-01-15"
"549",81890,83266,"City Hotel",0,33,2016,"January",5,25,1,1,1,0,0,"BB","CHL","Corporate","Corporate",0,0,0,"A","A",1,"No Deposit","38","NULL",15,"Transient-Party",59,0,0,"Check-Out","2016-01-27"
"550",20770,21116,"Resort Hotel",0,0,2017,"January",3,18,0,1,1,0,0,"BB","PRT","Direct","Direct",1,0,3,"A","A",1,"No Deposit","NULL","NULL",0,"Transient",59,1,1,"Check-Out","2017-01-19"
"551",102315,104157,"City Hotel",0,1,2017,"January",1,5,0,2,2,0,0,"BB","GTM","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","9","NULL",0,"Transient",59,0,0,"Check-Out","2017-01-07"
"552",61415,62406,"City Hotel",1,205,2017,"January",2,13,0,1,2,0,0,"BB","AUS","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,1,"Canceled","2016-08-23"
"553",46021,46950,"City Hotel",1,1,2016,"January",5,29,0,1,1,0,0,"BB","DEU","Online TA","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",90,0,0,"Canceled","2016-01-29"
"554",103050,104904,"City Hotel",0,38,2017,"January",4,23,1,1,1,0,0,"BB","ITA","Offline TA/TO","TA/TO",0,0,0,"D","D",1,"No Deposit","85","NULL",0,"Transient",90,0,0,"Check-Out","2017-01-25"
"555",81907,83284,"City Hotel",0,34,2016,"January",5,26,0,1,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",1,"No Deposit","38","NULL",15,"Transient-Party",59,0,0,"Check-Out","2016-01-27"
"556",61222,62213,"City Hotel",1,545,2017,"January",1,5,0,1,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",59,0,0,"Canceled","2015-10-21"
"557",45781,46706,"City Hotel",1,92,2016,"January",3,16,1,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","8","NULL",0,"Transient",90,0,1,"Canceled","2016-01-11"
"558",31661,32300,"Resort Hotel",0,4,2017,"January",3,21,0,1,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240","NULL",0,"Transient",90,0,1,"Check-Out","2017-01-22"
"559",46019,46948,"City Hotel",1,1,2016,"January",5,29,0,1,1,0,0,"BB","DEU","Direct","TA/TO",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",90,0,0,"Canceled","2016-01-29"
"560",103163,105020,"City Hotel",0,7,2017,"January",4,26,0,2,1,0,0,"SC","BRA","Online TA","GDS",0,0,0,"E","E",0,"No Deposit","195","NULL",0,"Transient",128,0,0,"Check-Out","2017-01-28"
"561",81861,83236,"City Hotel",0,4,2016,"January",5,25,1,0,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",1,"No Deposit","38","NULL",0,"Transient-Party",59,0,0,"Check-Out","2016-01-26"
"562",61375,62366,"City Hotel",1,552,2017,"January",2,12,0,1,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",59,0,0,"Canceled","2015-10-21"
"563",102726,104574,"City Hotel",0,12,2017,"January",3,16,1,1,1,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,1,"Check-Out","2017-01-18"
"564",81865,83240,"City Hotel",0,4,2016,"January",5,25,1,0,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",1,"No Deposit","38","NULL",0,"Transient-Party",59,0,0,"Check-Out","2016-01-26"
"565",79724,80970,"City Hotel",1,115,2016,"January",4,18,1,5,2,0,0,"BB","PRT","Online TA","TA/TO",0,1,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,0,"Canceled","2015-11-30"
"566",31098,31720,"Resort Hotel",0,9,2017,"January",1,5,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",59,0,1,"Check-Out","2017-01-06"
"567",19821,20145,"Resort Hotel",0,0,2016,"January",3,15,0,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240","NULL",0,"Transient",59,0,1,"Check-Out","2016-01-17"
"568",3716,3829,"Resort Hotel",1,1,2016,"January",3,16,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240","NULL",0,"Transient",59,0,1,"No-Show","2016-01-16"
"569",46022,46951,"City Hotel",1,1,2016,"January",5,29,0,1,1,0,0,"BB","DEU","Direct","Direct",0,0,0,"A","A",1,"No Deposit","NULL","NULL",0,"Transient",90,0,0,"Canceled","2016-01-29"
"570",61223,62214,"City Hotel",1,545,2017,"January",1,5,0,1,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",59,0,0,"Canceled","2015-10-21"
"571",81842,83217,"City Hotel",0,1,2016,"January",5,24,1,0,2,0,0,"SC","ZAF","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,0,"Check-Out","2016-01-25"
"572",102535,104380,"City Hotel",0,0,2017,"January",2,11,0,1,2,0,0,"BB","GBR","Direct","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",90,0,0,"Check-Out","2017-01-12"
"573",81881,83257,"City Hotel",0,33,2016,"January",5,25,1,1,1,0,0,"BB","ESP","Corporate","Corporate",0,0,0,"A","A",1,"No Deposit","38","NULL",15,"Transient-Party",59,0,0,"Check-Out","2016-01-27"
"574",46023,46952,"City Hotel",1,1,2016,"January",5,29,0,1,1,0,0,"BB","DEU","Direct","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",90,0,0,"Canceled","2016-01-29"
"575",61429,62420,"City Hotel",1,166,2017,"January",2,13,0,2,2,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,1,"Canceled","2017-01-09"
"576",81916,83293,"City Hotel",0,9,2016,"January",5,27,0,1,2,0,0,"SC","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,1,2,"Check-Out","2016-01-28"
"577",81993,83377,"City Hotel",0,58,2016,"January",5,27,0,3,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","87","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-01-30"
"578",102316,104158,"City Hotel",0,1,2017,"January",1,5,0,2,2,0,0,"BB","GTM","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","9","NULL",0,"Transient",59,0,0,"Check-Out","2017-01-07"
"579",62015,63007,"City Hotel",1,566,2017,"January",4,26,0,1,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",59,0,0,"Canceled","2015-10-21"
"580",81870,83246,"City Hotel",0,4,2016,"January",5,25,1,0,1,0,0,"BB","BRA","Corporate","Corporate",0,0,0,"A","A",1,"No Deposit","NULL","38",0,"Transient-Party",59,0,0,"Check-Out","2016-01-26"
"581",102636,104482,"City Hotel",0,3,2017,"January",2,13,0,2,2,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,1,"Check-Out","2017-01-15"
"582",61744,62735,"City Hotel",1,178,2017,"January",3,20,1,2,2,0,0,"BB","BLR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,0,"Canceled","2016-09-02"
"583",61310,62301,"City Hotel",1,158,2017,"January",2,8,2,1,2,0,0,"BB","GRC","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,0,"Canceled","2016-08-03"
"584",32084,32733,"Resort Hotel",0,20,2017,"January",5,29,2,4,2,1,0,"BB","PRT","Direct","Direct",0,0,0,"C","C",0,"No Deposit","250","NULL",0,"Transient",59,0,0,"Check-Out","2017-02-04"
"585",82039,83424,"City Hotel",0,5,2016,"January",5,28,1,3,3,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"A","D",0,"No Deposit","9","NULL",0,"Transient-Party",130,0,0,"Check-Out","2016-02-01"
